"","Rnk","GC","hours","minutes","seconds","BIB","Specialty","Rider","Age","Team","UCI","Pnt","Time","year","tot_seconds"
"192",22,73,3,8,12,158,"Hills","REZA Kévin   Team Europcar",26,"Team Europcar",NA,NA,",,0:06",2014,11292
"193",23,137,4,29,57,93,"GC","BAUER Jack   Garmin Sharp",29,"Garmin Sharp",NA,NA,",,0:06",2014,16197
"194",24,155,4,53,23,109,"Sprint","VEELERS Tom   Team Giant - Shimano",29,"Team Giant - Shimano",NA,NA,",,0:06",2014,17603
"195",25,162,5,10,40,59,"Sprint","VIVIANI Elia   Cannondale",25,"Cannondale",NA,NA,"0:090:09",2014,18640
"196",26,108,3,46,37,168,"GC","VOIGT Jens   Trek Factory Racing",42,"Trek Factory Racing",NA,NA,",,0:09",2014,13597
"197",27,4,0,9,40,11,"Climber","VALVERDE Alejandro   Movistar Team",34,"Movistar Team",NA,NA,",,0:09",2014,580
"198",28,90,3,38,4,84,"Sprint","DUMOULIN Samuel   AG2R La Mondiale",33,"AG2R La Mondiale",NA,NA,",,0:09",2014,13084
"199",29,27,1,19,38,149,"GC","VELITS Peter   BMC Racing Team",29,"BMC Racing Team",NA,NA,",,0:09",2014,4778
"200",30,40,1,59,2,66,"GC","TANKINK Bram   Belkin-Pro Cycling Team",35,"Belkin-Pro Cycling Team",NA,NA,",,0:09",2014,7142
"201",31,66,2,55,47,88,"Classic","MONTAGUTI Matteo   AG2R La Mondiale",30,"AG2R La Mondiale",NA,NA,",,0:09",2014,10547
"202",32,34,1,48,13,192,"TT","CHAVANEL Sylvain   IAM Cycling",35,"IAM Cycling",NA,NA,",,0:09",2014,6493
"203",33,8,0,17,57,169,"GC","ZUBELDIA Haimar   Trek Factory Racing",37,"Trek Factory Racing",NA,NA,",,0:09",2014,1077
"204",34,99,3,42,23,87,"Classic","MINARD Sébastien   AG2R La Mondiale",32,"AG2R La Mondiale",NA,NA,",,0:09",2014,13343
"205",35,120,4,4,0,89,"GC","RIBLON Christophe   AG2R La Mondiale",33,"AG2R La Mondiale",NA,NA,",,0:09",2014,14640
"206",36,2,0,7,37,81,"GC","PERAUD Jean-Christophe   AG2R La Mondiale",37,"AG2R La Mondiale",NA,NA,",,0:09",2014,457
"207",37,17,0,44,31,114,"GC","HORNER Chris   Lampre - Merida",42,"Lampre - Merida",NA,NA,",,0:09",2014,2671
"208",38,87,3,30,36,116,"TT","OLIVEIRA Nelson   Lampre - Merida",25,"Lampre - Merida",NA,NA,",,0:09",2014,12636
"209",39,22,0,59,14,8,"GC","THOMAS Geraint   Team Sky",28,"Team Sky",NA,NA,",,0:09",2014,3554
"210",40,143,4,39,40,123,"Sprint","DELAGE Mickaël   FDJ.fr",28,"FDJ.fr",NA,NA,"0:150:15",2014,16780
"211",41,92,3,38,52,103,"GC","DE KORT Koen   Team Giant - Shimano",31,"Team Giant - Shimano",NA,NA,",,0:15",2014,13132
"212",42,75,3,12,10,193,"Classic","ELMIGER Martin   IAM Cycling",35,"IAM Cycling",NA,NA,",,0:15",2014,11530
"213",43,70,3,5,51,182,"Classic","ALBASINI Michael   Orica GreenEDGE",33,"Orica GreenEDGE",NA,NA,",,0:15",2014,11151
"214",44,78,3,20,48,213,"Classic","DELAPLACE Anthony   Bretagne - Séché Environnement",24,"Bretagne - Séché Environnement",NA,NA,",,0:15",2014,12048
"215",45,109,3,46,56,178,"Classic","SIMON Julien   Cofidis, Solutions Crédits",28,"Cofidis, Solutions Crédits",NA,NA,",,0:15",2014,13616
"216",46,43,2,9,43,146,"GC","SCHÄR Michael   BMC Racing Team",27,"BMC Racing Team",NA,NA,",,0:15",2014,7783
"217",47,10,0,21,15,61,"Climber","MOLLEMA Bauke   Belkin-Pro Cycling Team",27,"Belkin-Pro Cycling Team",NA,NA,",,0:15",2014,1275
"218",48,158,4,59,57,122,"Sprint","BONNET William   FDJ.fr",32,"FDJ.fr",NA,NA,",,0:15",2014,17997
"219",49,97,3,41,24,62,"TT","BOOM Lars   Belkin-Pro Cycling Team",28,"Belkin-Pro Cycling Team",NA,NA,",,0:15",2014,13284
"220",50,9,0,18,11,67,"GC","TEN DAM Laurens   Belkin-Pro Cycling Team",33,"Belkin-Pro Cycling Team",NA,NA,",,0:15",2014,1091
"221",51,63,2,53,44,164,"TT","IRIZAR Markel   Trek Factory Racing",34,"Trek Factory Racing",NA,NA,",,0:15",2014,10424
"222",52,31,1,36,52,175,"GC","MATÉ Luis Ángel   Cofidis, Solutions Crédits",30,"Cofidis, Solutions Crédits",NA,NA,",,0:15",2014,5812
"223",53,12,0,25,48,161,"GC","SCHLECK Fränk   Trek Factory Racing",34,"Trek Factory Racing",NA,NA,",,0:15",2014,1548
"224",54,7,0,14,32,201,"GC","KÖNIG Leopold   Team NetApp - Endura",26,"Team NetApp - Endura",NA,NA,",,0:15",2014,872
"225",55,35,1,52,36,147,"GC","STETINA Peter   BMC Racing Team",26,"BMC Racing Team",NA,NA,",,0:15",2014,6756
"226",56,3,0,8,15,127,"Climber","PINOT ThibautFDJ.fr",24,"FDJ.fr",NA,NA,",,0:15",2014,495
"227",57,71,3,7,18,202,"TT","BÁRTA Jan   Team NetApp - Endura",29,"Team NetApp - Endura",NA,NA,",,0:15",2014,11238
"228",58,11,0,23,7,151,"GC","ROLLAND Pierre   Team Europcar",27,"Team Europcar",NA,NA,",,0:15",2014,1387
"229",59,18,0,46,31,5,"Climber","NIEVE Mikel   Team Sky",30,"Team Sky",NA,NA,",,0:15",2014,2791
"230",60,33,1,48,0,106,"TT","DUMOULIN Tom   Team Giant - Shimano",23,"Team Giant - Shimano",NA,NA,",,0:15",2014,6480
"231",61,105,3,45,13,4,"GC","LÓPEZ David   Team Sky",33,"Team Sky",NA,NA,",,0:15",2014,13513
"232",62,115,3,58,8,212,"Sprint","BIDEAU Jean-Marc   Bretagne - Séché Environnement",30,"Bretagne - Séché Environnement",NA,NA,",,0:15",2014,14288
"233",63,93,3,38,56,79,"Classic","TRENTIN Matteo   Omega Pharma - Quick-Step",24,"Omega Pharma - Quick-Step",NA,NA,",,0:15",2014,13136
"234",64,57,2,49,28,128,"TT","ROY Jérémy   FDJ.fr",31,"FDJ.fr",NA,NA,",,0:15",2014,10168
"235",65,81,3,22,48,12,"GC","ERVITI Imanol   Movistar Team",30,"Movistar Team",NA,NA,",,0:15",2014,12168
"236",66,25,1,8,47,154,"Classic","GAUTIER Cyril   Team Europcar",26,"Team Europcar",NA,NA,",,0:15",2014,4127
"237",67,14,0,36,41,29,"GC","TROFIMOV Yuri   Team Katusha",30,"Team Katusha",NA,NA,",,0:15",2014,2201
"238",68,101,3,43,37,165,"Classic","RAST Grégory   Trek Factory Racing",34,"Trek Factory Racing",NA,NA,"0:240:24",2014,13417
"239",69,134,4,26,29,35,"Sprint","MØRKØV Michael   Tinkoff - Saxo",29,"Tinkoff - Saxo",NA,NA,",,0:24",2014,15989
"240",70,100,3,43,25,27,"TT","SMUKULIS Gatis   Team Katusha",27,"Team Katusha",NA,NA,",,0:24",2014,13405
"241",71,41,2,0,50,16,"GC","IZAGIRRE Ion   Movistar Team",25,"Movistar Team",NA,NA,",,0:24",2014,7250
"242",72,95,3,39,28,43,"TT","GRIVKO Andrey   Astana Pro Team",30,"Astana Pro Team",NA,NA,",,0:24",2014,13168
"243",73,76,3,14,41,125,"Sprint","LADAGNOUS Matthieu   FDJ.fr",29,"FDJ.fr",NA,NA,",,0:24",2014,11681
"244",74,111,3,52,39,138,"Sprint","ROELANDTS Jürgen   Lotto Belisol",29,"Lotto Belisol",NA,NA,",,0:24",2014,13959
"245",75,79,3,21,4,49,"TT","WESTRA Lieuwe   Astana Pro Team",31,"Astana Pro Team",NA,NA,",,0:24",2014,12064
"246",76,80,3,21,16,56,"Sprint","MARCATO Marco   Cannondale",30,"Cannondale",NA,NA,",,0:24",2014,12076
"247",77,62,2,53,20,217,"GC","GUILLOU Florian   Bretagne - Séché Environnement",31,"Bretagne - Séché Environnement",NA,NA,",,0:24",2014,10400
"248",78,49,2,31,40,47,"GC","SCARPONI Michele   Astana Pro Team",34,"Astana Pro Team",NA,NA,",,0:24",2014,9100
"249",79,16,0,43,59,211,"GC","FEILLU Brice   Bretagne - Séché Environnement",29,"Bretagne - Séché Environnement",NA,NA,",,0:24",2014,2639
"250",80,147,4,42,48,48,"GC","VANOTTI Alessandro   Astana Pro Team",33,"Astana Pro Team",NA,NA,",,0:24",2014,16968
"251",81,1,0,0,0,41,"GC","NIBALI VincenzoAstana Pro Team",29,"Astana Pro Team",NA,NA,",,0:24",2014,0
"252",82,152,4,46,28,218,"Sprint","JARRIER Benoît   Bretagne - Séché Environnement",25,"Bretagne - Séché Environnement",NA,NA,",,0:24",2014,17188
"253",83,32,1,38,27,199,"GC","WYSS Marcel   IAM Cycling",28,"IAM Cycling",NA,NA,",,0:24",2014,5907
"254",84,21,0,58,0,85,"GC","GASTAUER Ben   AG2R La Mondiale",26,"AG2R La Mondiale",NA,NA,",,0:24",2014,3480
"255",85,98,3,41,58,162,"GC","BUSCHE Matthew   Trek Factory Racing",29,"Trek Factory Racing",NA,NA,",,0:24",2014,13318
"256",86,55,2,49,3,73,"Classic","GOŁAŚ Michał   Omega Pharma - Quick-Step",30,"Omega Pharma - Quick-Step",NA,NA,",,0:24",2014,10143
"257",87,135,4,29,14,55,"Classic","KOREN Kristijan   Cannondale",27,"Cannondale",NA,NA,",,0:24",2014,16154
"258",88,46,2,21,18,113,"GC","ĐURASEK Kristijan   Lampre - Merida",27,"Lampre - Merida",NA,NA,",,0:24",2014,8478
"259",89,48,2,29,6,118,"GC","SERPA José Rodolfo   Lampre - Merida",35,"Lampre - Merida",NA,NA,",,0:24",2014,8946
"260",90,59,2,52,0,83,"GC","CHEREL Mikaël   AG2R La Mondiale",28,"AG2R La Mondiale",NA,NA,",,0:24",2014,10320
"261",91,68,2,58,0,205,"GC","HUZARSKI Bartosz   Team NetApp - Endura",33,"Team NetApp - Endura",NA,NA,",,0:24",2014,10680
"262",92,13,0,34,1,131,"GC","VAN DEN BROECK Jurgen   Lotto Belisol",31,"Lotto Belisol",NA,NA,",,0:24",2014,2041
"263",93,44,2,17,53,34,"Climber","MAJKA RafałTinkoff - Saxo",24,"Tinkoff - Saxo",NA,NA,",,0:24",2014,8273
"264",94,15,0,38,15,64,"GC","KRUIJSWIJK Steven   Belkin-Pro Cycling Team",27,"Belkin-Pro Cycling Team",NA,NA,",,0:24",2014,2295
"265",95,67,2,56,12,186,"Classic","KEUKELEIRE Jens   Orica GreenEDGE",25,"Orica GreenEDGE",NA,NA,",,0:24",2014,10572
"266",96,56,2,49,20,98,"Classic","SLAGTER Tom-Jelte   Garmin Sharp",25,"Garmin Sharp",NA,NA,",,0:24",2014,10160
"267",97,91,3,38,27,17,"GC","PLAZA Rubén   Movistar Team",34,"Movistar Team",NA,NA,",,0:24",2014,13107
"268",98,112,3,52,52,52,"TT","BODNAR Maciej   Cannondale",29,"Cannondale",NA,NA,",,0:24",2014,13972
"269",99,145,4,41,21,139,"Sprint","SIEBERG Marcel   Lotto Belisol",32,"Lotto Belisol",NA,NA,",,0:24",2014,16881
"270",100,130,4,22,33,44,"TT","GRUZDEV Dmitriy   Astana Pro Team",28,"Astana Pro Team",NA,NA,",,0:24",2014,15753
"271",101,36,1,54,50,42,"GC","FUGLSANG Jakob   Astana Pro Team",29,"Astana Pro Team",NA,NA,",,0:24",2014,6890
"272",102,19,0,47,30,13,"GC","GADRET John   Movistar Team",35,"Movistar Team",NA,NA,",,0:24",2014,2850
"273",103,20,0,52,11,46,"GC","KANGERT Tanel   Astana Pro Team",27,"Astana Pro Team",NA,NA,",,0:24",2014,3131
"274",104,89,3,36,33,36,"GC","PAULINHO Sérgio Miguel   Tinkoff - Saxo",34,"Tinkoff - Saxo",NA,NA,",,0:24",2014,12993
"275",105,140,4,34,29,96,"Classic","LANGEVELD Sebastian   Garmin Sharp",29,"Garmin Sharp",NA,NA,",,0:24",2014,16469
"276",106,144,4,40,6,208,"Sprint","SCHILLINGER Andreas   Team NetApp - Endura",31,"Team NetApp - Endura",NA,NA,",,0:24",2014,16806
"277",107,26,1,17,53,38,"TT","ROGERS Michael   Tinkoff - Saxo",34,"Tinkoff - Saxo",NA,NA,"0:340:34",2014,4673
"278",108,123,4,6,42,104,"Sprint","DEGENKOLB John   Team Giant - Shimano",25,"Team Giant - Shimano",NA,NA,"0:360:36",2014,14802
"279",109,47,2,25,35,75,"TT","MARTIN Tony   Omega Pharma - Quick-Step",29,"Omega Pharma - Quick-Step",NA,NA,"0:390:39",2014,8735
"280",110,94,3,39,4,78,"Classic","TERPSTRA Niki   Omega Pharma - Quick-Step",30,"Omega Pharma - Quick-Step",NA,NA,",,0:39",2014,13144
"281",111,83,3,25,46,157,"GC","QUÉMÉNEUR Perrig   Team Europcar",30,"Team Europcar",NA,NA,"0:410:41",2014,12346
"282",112,119,4,1,53,39,"Sprint","TOSATTO Matteo   Tinkoff - Saxo",40,"Tinkoff - Saxo",NA,NA,",,0:41",2014,14513
"283",113,39,1,58,45,37,"Climber","ROCHE Nicolas   Tinkoff - Saxo",30,"Tinkoff - Saxo",NA,NA,",,0:41",2014,7125
"284",114,24,1,6,28,72,"GC","BAKELANTS Jan   Omega Pharma - Quick-Step",28,"Omega Pharma - Quick-Step",NA,NA,",,0:41",2014,3988
"285",115,128,4,19,11,155,"Sprint","GÈNE Yohann   Team Europcar",33,"Team Europcar",NA,NA,"0:450:45",2014,15551
"286",116,72,3,8,3,206,"GC","MACHADO Tiago   Team NetApp - Endura",28,"Team NetApp - Endura",NA,NA,"0:470:47",2014,11283
"287",117,50,2,32,48,209,"Sprint","VOß Paul   Team NetApp - Endura",28,"Team NetApp - Endura",NA,NA,",,0:47",2014,9168
"288",118,65,2,55,27,152,"Classic","ARASHIRO Yukiya   Team Europcar",29,"Team Europcar",NA,NA,",,0:47",2014,10527
"289",119,42,2,8,38,159,"Classic","VOECKLER Thomas   Team Europcar",35,"Team Europcar",NA,NA,"0:550:55",2014,7718
"290",120,37,1,56,28,19,"Classic","VISCONTI Giovanni   Movistar Team",31,"Movistar Team",NA,NA,",,0:55",2014,6988
"291",121,124,4,7,34,207,"GC","MENDES José   Team NetApp - Endura",29,"Team NetApp - Endura",NA,NA,"0:570:57",2014,14854
"292",122,23,1,1,8,7,"GC","PORTE Richie   Team Sky",29,"Team Sky",NA,NA,",,0:57",2014,3668
"293",123,138,4,30,52,215,"Sprint","FONSECA Armindo   Bretagne - Séché Environnement",25,"Bretagne - Séché Environnement",NA,NA,",,0:57",2014,16252
"294",124,146,4,42,28,108,"GC","TIMMER Albert   Team Giant - Shimano",29,"Team Giant - Shimano",NA,NA,",,0:57",2014,16948
"295",125,85,3,27,52,198,"GC","REICHENBACH Sébastien   IAM Cycling",25,"IAM Cycling",NA,NA,",,0:57",2014,12472
"296",126,116,3,58,23,102,"Classic","CURVERS Roy   Team Giant - Shimano",34,"Team Giant - Shimano",NA,NA,",,0:57",2014,14303
"297",127,127,4,18,43,94,"GC","HOWES Alex   Garmin Sharp",26,"Garmin Sharp",NA,NA,",,0:57",2014,15523
"298",128,53,2,41,59,95,"Climber","KING Ben   Garmin Sharp",25,"Garmin Sharp",NA,NA,",,0:57",2014,9719
"299",129,45,2,19,13,144,"GC","MOINARD Amaël   BMC Racing Team",32,"BMC Racing Team",NA,NA,",,0:57",2014,8353
"300",130,114,3,55,53,15,"GC","INTXAUSTI Beñat   Movistar Team",28,"Movistar Team",NA,NA,",,0:57",2014,14153
"301",131,129,4,22,7,45,"Classic","IGLINSKIY Maxim   Astana Pro Team",33,"Astana Pro Team",NA,NA,",,0:57",2014,15727
"302",132,77,3,19,34,172,"GC","EDET Nicolas   Cofidis, Solutions Crédits",26,"Cofidis, Solutions Crédits",NA,NA,"1:021:02",2014,11974
"303",133,102,3,44,22,126,"Sprint","PINEAU Cédric   FDJ.fr",29,"FDJ.fr",NA,NA,",,1:02",2014,13462
"304",134,64,2,54,18,136,"GC","HANSEN Adam   Lotto Belisol",33,"Lotto Belisol",NA,NA,"1:041:04",2014,10458
"305",135,118,4,1,21,58,"Sprint","SABATINI Fabio   Cannondale",29,"Cannondale",NA,NA,"1:061:06",2014,14481
"306",136,154,4,48,40,143,"Classic","BURGHARDT Marcus   BMC Racing Team",31,"BMC Racing Team",NA,NA,"1:081:08",2014,17320
"307",137,136,4,29,43,24,"Classic","PAOLINI Luca   Team Katusha",37,"Team Katusha",NA,NA,"1:121:12",2014,16183
"308",138,52,2,34,54,53,"Climber","DE MARCHI Alessandro   Cannondale",28,"Cannondale",NA,NA,"1:171:17",2014,9294
"309",139,160,5,3,46,57,"Sprint","MARINO Jean-Marc   Cannondale",30,"Cannondale",NA,NA,",,1:17",2014,18226
"310",140,113,3,55,38,183,"Classic","CLARKE Simon   Orica GreenEDGE",28,"Orica GreenEDGE",NA,NA,"1:201:20",2014,14138
"311",141,122,4,5,59,184,"TT","DURBRIDGE Luke   Orica GreenEDGE",23,"Orica GreenEDGE",NA,NA,",,1:20",2014,14759
"312",142,121,4,5,13,187,"GC","MEIER Christian   Orica GreenEDGE",29,"Orica GreenEDGE",NA,NA,",,1:20",2014,14713
"313",143,153,4,47,52,6,"TT","PATE Danny   Team Sky",35,"Team Sky",NA,NA,",,1:20",2014,17272
"314",144,131,4,22,52,188,"TT","TUFT Svein   Orica GreenEDGE",37,"Orica GreenEDGE",NA,NA,",,1:20",2014,15772
"315",145,51,2,34,22,176,"Climber","MOLARD Rudy   Cofidis, Solutions Crédits",24,"Cofidis, Solutions Crédits",NA,NA,",,1:20",2014,9262
"316",146,54,2,45,17,21,"Climber","RODRÍGUEZ Joaquim   Team Katusha",35,"Team Katusha",NA,NA,",,1:20",2014,9917
"317",147,157,4,58,30,22,"TT","ISAYCHEV Vladimir   Team Katusha",28,"Team Katusha",NA,NA,",,1:20",2014,17910
"318",148,29,1,29,24,134,"Classic","GALLOPIN Tony   Lotto Belisol",26,"Lotto Belisol",NA,NA,",,1:20",2014,5364
"319",149,58,2,51,46,197,"Sprint","PINEAU Jérôme   IAM Cycling",34,"IAM Cycling",NA,NA,",,1:20",2014,10306
"320",150,88,3,35,1,179,"GC","TAARAMÄE Rein   Cofidis, Solutions Crédits",27,"Cofidis, Solutions Crédits",NA,NA,",,1:20",2014,12901
"321",151,132,4,24,15,216,"Classic","GÉRARD Arnaud   Bretagne - Séché Environnement",29,"Bretagne - Séché Environnement",NA,NA,",,1:20",2014,15855
"322",152,117,4,1,9,69,"Classic","WYNANTS Maarten   Belkin-Pro Cycling Team",32,"Belkin-Pro Cycling Team",NA,NA,",,1:20",2014,14469
"323",153,133,4,24,21,65,"Sprint","LEEZER Tom   Belkin-Pro Cycling Team",28,"Belkin-Pro Cycling Team",NA,NA,",,1:20",2014,15861
"324",154,30,1,33,27,124,"GC","JEANNESSON Arnold   FDJ.fr",28,"FDJ.fr",NA,NA,",,1:20",2014,5607
"325",155,110,3,47,16,174,"Sprint","LEMOINE Cyril   Cofidis, Solutions Crédits",31,"Cofidis, Solutions Crédits",NA,NA,"1:261:26",2014,13636
"326",156,28,1,21,55,74,"Classic","KWIATKOWSKI Michał   Omega Pharma - Quick-Step",24,"Omega Pharma - Quick-Step",NA,NA,"1:301:30",2014,4915
"327",157,82,3,23,41,132,"GC","BAK Lars Ytting   Lotto Belisol",34,"Lotto Belisol",NA,NA,"1:411:41",2014,12221
"328",158,151,4,45,4,204,"Sprint","DEMPSTER Zak   Team NetApp - Endura",26,"Team NetApp - Endura",NA,NA,"0:240:24",2014,17104
"329",159,103,3,44,40,219,"Sprint","VACHON Florian   Bretagne - Séché Environnement",29,"Bretagne - Séché Environnement",NA,NA,",,0:24",2014,13480
"330",160,61,2,53,18,14,"GC","HERRADA Jesús   Movistar Team",24,"Movistar Team",NA,NA,"1:591:59",2014,10398
"331",161,86,3,30,23,3,"TT","KIRYIENKA Vasil   Team Sky",33,"Team Sky",NA,NA,"3:393:39",2014,12623
"332",162,84,3,26,23,86,"GC","KADRI Blel   AG2R La Mondiale",27,"AG2R La Mondiale",NA,NA,"4:054:05",2014,12383
"333",163,107,3,46,35,156,"Sprint","PICHOT Alexandre   Team Europcar",31,"Team Europcar",NA,NA,"4:334:33",2014,13595
"334",164,164,6,2,24,107,"GC","JI Cheng   Team Giant - Shimano",27,"Team Giant - Shimano",NA,NA,"9:259:25",2014,21744
"335",1,134,4,3,28,75,"Sprint","GREIPEL André   Lotto Soudal",33,"Lotto Soudal",NA,100,"2:49:41",2015,14608
"336",2,110,3,42,36,122,"Sprint","COQUARD Bryan   Team Europcar",23,"Team Europcar",NA,70,",,0:00",2015,13356
"337",3,130,4,1,6,96,"Classic","KRISTOFF Alexander   Team Katusha",28,"Team Katusha",NA,50,",,0:00",2015,14466
"338",4,82,3,8,2,211,"Sprint","BOASSON HAGEN Edvald   MTN - Qhubeka",28,"MTN - Qhubeka",NA,40,",,0:00",2015,11282
"339",5,138,4,5,28,24,"Sprint","DÉMARE Arnaud   FDJ",23,"FDJ",NA,32,",,0:00",2015,14728
"340",6,142,4,12,5,112,"Sprint","CAVENDISH Mark   Etixx - Quick Step",30,"Etixx - Quick Step",NA,26,",,0:00",2015,15125
"341",7,46,2,14,55,47,"Sprint","SAGAN PeterTinkoff - Saxo",25,"Tinkoff - Saxo",NA,22,",,0:00",2015,8095
"342",8,109,3,39,43,81,"Sprint","DEGENKOLB John   Team Giant - Alpecin",26,"Team Giant - Alpecin",NA,18,",,0:00",2015,13183
"343",9,152,4,26,33,105,"Classic","MATTHEWS Michael   Orica GreenEDGE",24,"Orica GreenEDGE",NA,14,",,0:00",2015,15993
"344",10,143,4,14,40,168,"TT","NAVARDAUSKAS Ramūnas   Team Cannondale - Garmin",27,"Team Cannondale - Garmin",NA,10,",,0:00",2015,15280
"345",11,117,3,50,59,117,"Classic","TRENTIN Matteo   Etixx - Quick Step",25,"Etixx - Quick Step",NA,8,",,0:00",2015,13859
"346",12,127,3,59,10,173,"Classic","LAPORTE Christophe   Cofidis, Solutions Crédits",22,"Cofidis, Solutions Crédits",NA,6,",,0:00",2015,14350
"347",13,123,3,55,35,178,"Sprint","SOUPE Geoffrey   Cofidis, Solutions Crédits",27,"Cofidis, Solutions Crédits",NA,4,",,0:00",2015,14135
"348",14,104,3,31,15,139,"Classic","VANMARCKE Sep   Team LottoNL-Jumbo",26,"Team LottoNL-Jumbo",NA,2,",,0:00",2015,12675
"349",15,19,1,9,8,188,"Climber","PANTANO Jarlinson   IAM Cycling",26,"IAM Cycling",NA,1,",,0:00",2015,4148
"350",16,96,3,21,30,215,"Sprint","JANSE VAN RENSBURG Reinardt   MTN - Qhubeka",26,"MTN - Qhubeka",NA,NA,",,0:00",2015,12090
"351",17,85,3,11,28,203,"Classic","DELAPLACE Anthony   Bretagne - Séché Environnement",25,"Bretagne - Séché Environnement",NA,NA,",,0:00",2015,11488
"352",18,25,1,26,56,192,"TT","BÁRTA Jan   Bora - Argon 18",30,"Bora - Argon 18",NA,NA,",,0:00",2015,5216
"353",19,155,4,33,21,153,"Sprint","CIMOLAI Davide   Lampre - Merida",25,"Lampre - Merida",NA,NA,",,0:00",2015,16401
"354",20,149,4,22,20,93,"Sprint","GUARNIERI Jacopo   Team Katusha",27,"Team Katusha",NA,NA,",,0:00",2015,15740
"355",21,99,3,24,53,199,"Sprint","VOß Paul   Bora - Argon 18",29,"Bora - Argon 18",NA,NA,",,0:00",2015,12293
"356",22,102,3,29,0,148,"Classic","RAST Grégory   Trek Factory Racing",35,"Trek Factory Racing",NA,NA,",,0:00",2015,12540
"357",23,156,4,37,36,182,"TT","BRÄNDLE Matthias   IAM Cycling",25,"IAM Cycling",NA,NA,",,0:00",2015,16656
"358",24,26,1,28,29,19,"Climber","VUILLERMOZ Alexis   AG2R La Mondiale",27,"AG2R La Mondiale",NA,NA,",,0:00",2015,5309
"359",25,60,2,34,38,189,"GC","WYSS Marcel   IAM Cycling",29,"IAM Cycling",NA,NA,"0:230:23",2015,9278
"360",26,69,2,51,44,165,"Classic","KOREN Kristijan   Team Cannondale - Garmin",28,"Team Cannondale - Garmin",NA,NA,"0:000:00",2015,10304
"361",27,75,2,58,30,187,"GC","HOLLENSTEIN Reto   IAM Cycling",29,"IAM Cycling",NA,NA,",,0:00",2015,10710
"362",28,47,2,15,32,155,"TT","OLIVEIRA Nelson   Lampre - Merida",26,"Lampre - Merida",NA,NA,",,0:00",2015,8132
"363",29,4,0,8,36,1,"GC","NIBALI Vincenzo   Astana Pro Team",30,"Astana Pro Team",NA,NA,",,0:00",2015,516
"364",30,125,3,58,20,157,"Classic","POZZATO Filippo   Lampre - Merida",33,"Lampre - Merida",NA,NA,",,0:00",2015,14300
"365",31,23,1,25,23,3,"GC","FUGLSANG Jakob   Astana Pro Team",30,"Astana Pro Team",NA,NA,",,0:00",2015,5123
"366",32,93,3,19,44,146,"TT","IRIZAR Markel   Trek Factory Racing",35,"Trek Factory Racing",NA,NA,",,0:00",2015,11984
"367",33,53,2,26,32,62,"GC","CARUSO Damiano   BMC Racing Team",27,"BMC Racing Team",NA,NA,",,0:00",2015,8792
"368",34,54,2,29,28,183,"TT","CHAVANEL Sylvain   IAM Cycling",36,"IAM Cycling",NA,NA,",,0:00",2015,8968
"369",35,95,3,21,17,113,"Classic","GOŁAŚ Michał   Etixx - Quick Step",31,"Etixx - Quick Step",NA,NA,",,0:00",2015,12077
"370",36,6,0,10,47,131,"GC","GESINK Robert   Team LottoNL-Jumbo",29,"Team LottoNL-Jumbo",NA,NA,",,0:00",2015,647
"371",37,81,3,5,48,208,"Classic","PÉRICHON Pierre-Luc   Bretagne - Séché Environnement",28,"Bretagne - Séché Environnement",NA,NA,",,0:00",2015,11148
"372",38,21,1,21,27,133,"GC","KRUIJSWIJK Steven   Team LottoNL-Jumbo",28,"Team LottoNL-Jumbo",NA,NA,",,0:00",2015,4887
"373",39,89,3,16,4,109,"Climber","YATES Simon   Orica GreenEDGE",22,"Orica GreenEDGE",NA,NA,",,0:00",2015,11764
"374",40,80,3,4,52,135,"Classic","MARTENS Paul   Team LottoNL-Jumbo",31,"Team LottoNL-Jumbo",NA,NA,",,0:00",2015,11092
"375",41,119,3,53,13,206,"Sprint","FONSECA Armindo   Bretagne - Séché Environnement",26,"Bretagne - Séché Environnement",NA,NA,",,0:00",2015,13993
"376",42,94,3,19,53,177,"Classic","SIMON Julien   Cofidis, Solutions Crédits",29,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2015,11993
"377",43,132,4,1,15,48,"Sprint","TOSATTO Matteo   Tinkoff - Saxo",41,"Tinkoff - Saxo",NA,NA,",,0:00",2015,14475
"378",44,51,2,18,16,214,"GC","JANSE VAN RENSBURG Jacques   MTN - Qhubeka",27,"MTN - Qhubeka",NA,NA,",,0:00",2015,8296
"379",45,56,2,31,13,67,"GC","SCHÄR Michael   BMC Racing Team",28,"BMC Racing Team",NA,NA,",,0:00",2015,9073
"380",46,121,3,54,19,138,"TT","VAN EMDEN Jos   Team LottoNL-Jumbo",30,"Team LottoNL-Jumbo",NA,NA,",,0:00",2015,14059
"381",47,116,3,50,32,119,"GC","VERMOTE Julien   Etixx - Quick Step",26,"Etixx - Quick Step",NA,NA,",,0:00",2015,13832
"382",48,100,3,26,47,186,"Classic","ELMIGER Martin   IAM Cycling",36,"IAM Cycling",NA,NA,",,0:00",2015,12407
"383",49,112,3,42,57,25,"GC","GENIEZ Alexandre   FDJ",27,"FDJ",NA,NA,",,0:00",2015,13377
"384",50,62,2,36,50,149,"GC","ZUBELDIA Haimar   Trek Factory Racing",38,"Trek Factory Racing",NA,NA,",,0:00",2015,9410
